tax_block,tax_lot,council_district,address,bldgclass,ownername,unitsres,bbl,borocode,issue_date,violation_type_code,violation_number,violation_category,violation_type,house_maint_code_violate_count,is_tax_lien_sale_eligable,violation_count,has_tax_lien,has_violations,is_residential,unitsres_zero,zombie_score,likely_zombie,borough
6716,39,44.0,1078 EAST 15 STREET,C0,1078 EAST 15TH STREET TRUST,3.0,3067160039,3.0,20161130,AEUHAZ1,00317,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,1.0,1.0,1.0,1,1,1,0,5.5,1,Brooklyn
1134,63,35.0,1035 DEAN STREET,S4,1035 DEAN LLC,4.0,3011340063,3.0,20230630,LBLVIO,29353,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,4.0,1.0,4.0,1,1,0,0,7.0,1,Brooklyn
4131,72,50.0,105 PELICAN CIRCLE,A5,"LIU, ZHI HAO",1.0,5041310072,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
4980,46,20.0,136-93 ROOSEVELT AVENUE,K1,AMITY HOLDING PO,0.0,4049800046,4.0,20111031,C,CN0702CD,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,0.0,0.0,0,1,0,1,3.0,0,Queens
1168,51,35.0,722 FRANKLIN AVENUE,O1,"722 FRANKLIN AVENUE REALTY, LLC",0.0,3011680051,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Brooklyn
1149,14,35.0,870 BERGEN STREET,C1,SGT O'ROURKE ENTERPRISES,8.0,3011490014,3.0,19930816,LL6291,34861,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,1.0,0.0,1.0,0,1,1,0,2.5,0,Brooklyn
15931,40,31.0,145 BEACH 59 STREET,C1,"H20 HOLDING,",13.0,4159310040,4.0,20091231,LBLVIO,24405,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,14.0,1.0,14.0,1,1,1,0,12.0,1,Queens
3004,41,34.0,89 GRATTAN STREET,C2,8993 REALTY LLC,6.0,3030040041,3.0,20111213,LBLVIO,11552,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,26.0,1.0,26.0,1,1,1,0,18.0,1,Brooklyn
4703,2,45.0,5504 CHURCH AVENUE,S2,ROWL DELORES,2.0,3047030002,3.0,20170224,LBLVIO,08911,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
4741,61,45.0,359 EAST 56 STREET,B3,DONNA PHILLIPS,2.0,3047410061,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
15931,40,31.0,145 BEACH 59 STREET,C1,"H20 HOLDING,",13.0,4159310040,4.0,20090101,LL6291,22691,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,14.0,1.0,14.0,1,1,1,0,12.0,1,Queens
5608,31,38.0,4414 FT HAMILTON PARKWAY,S1,"ENGELBERG, DAVID",1.0,3056080031,3.0,20240923,LBLVIO,11965,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
4023,34,50.0,411 RIGA STREET,A2,ANNMARIE ANTENUCCI,1.0,5040230034,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
5036,23,20.0,135-20 ROOSEVELT AVENUE,K2,FU HUA INC,0.0,4050360023,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Queens
5334,16,39.0,276 EAST 2 STREET,C2,"DJOKOVIC, HASIMA",6.0,3053340016,3.0,19930816,LL6291,23064,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,1.0,1.0,1.0,1,1,1,0,5.5,1,Brooklyn
1225,22,36.0,64 ROGERS AVENUE,C0,"ROBERTS, EARLE",3.0,3012250022,3.0,no violations,no violations,no violations,no violations,no violations,1.0,1.0,1.0,1,0,1,0,3.5,0,Brooklyn
5614,31,38.0,4518 FT HAMILTON PARKWAY,K4,4516-4518 EQUITIES LLC,1.0,3056140031,3.0,20020326,LL6291,23396,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
13616,10,31.0,253-09 139 AVENUE,A2,"ALVES, LEON A",1.0,4136160010,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Queens
5393,19,39.0,786 CONEY ISLAND AVENUE,K2,786 CONEY ISLAND AVE LLC,0.0,3053930019,3.0,20030319,LL6291,21546,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
1142,16,35.0,972 DEAN STREET,F5,"9K GROUP, LLC",0.0,3011420016,3.0,19950208,E,1456D01,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
5043,7501,20.0,136-05 SANFORD AVENUE,RM,UNAVAILABLE OWNER,103.0,4050437501,4.0,20230502,FISPHAZ,911118,V-DOB VIOLATION - ACTIVE,FISPHAZ-HAZARDOUS CONDITION (FACADE)                                    FACADE  REQUIRED,15.0,1.0,15.0,1,1,0,0,12.5,1,Queens
7835,52,23.0,226-47 77 AVENUE,A2,"QIU, LAN",1.0,4078350052,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7794,25,45.0,1395 EAST 46 STREET,A1,LEVINE MURRAY,1.0,3077940025,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1233,37,36.0,778 PROSPECT PLACE,C1,GAYLEVAULT FINANCIAL SERVICES COMPANY,8.0,3012330037,3.0,20230620,LBLVIO,39311,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,10.0,1.0,10.0,1,1,1,0,10.0,1,Brooklyn
7790,44,23.0,80-18 217 STREET,A1,CHEN CATHY,1.0,4077900044,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5219,4,45.0,1908 NEWKIRK AVENUE,C1,"NEWKIRK NOSTRAND EAST SPE OWNER, LLC",22.0,3052190004,3.0,20201102,BENCH,00680,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE,44.0,1.0,44.0,1,1,1,0,27.0,1,Brooklyn
4645,21,41.0,330 EAST 91 STREET,C0,"BAIRD, ROSEMARIE",3.0,3046450021,3.0,no violations,no violations,no violations,no violations,no violations,3.0,1.0,3.0,1,0,1,0,4.5,0,Brooklyn
7611,50,45.0,2388 NOSTRAND AVENUE,S2,2388 NOSTRAND CORP,2.0,3076110050,3.0,19930816,LL6291,31153,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
6738,37,20.0,160-16 59 AVENUE,C5,"TOVAR, CARLOS",5.0,4067380037,4.0,20110727,AEUHAZ1,00332,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,0.0,1.0,0.0,1,1,1,0,5.0,0,Queens
7779,22,46.0,1199 EAST 53 STREET,D4,KINGS VILLAGE CORP.,156.0,3077790022,3.0,20130131,FISPNRF,01165,V-DOB VIOLATION - ACTIVE,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE)                         FACADE  REQUIRED,52.0,0.0,52.0,0,1,1,0,28.0,1,Brooklyn
1974,34,50.0,51 ROANOKE STREET,B2,"GREENSTEIN , AVRAHAM",2.0,5019740034,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
7771,29,23.0,79-54 215 STREET,A1,SCHREIBER GREGG E,1.0,4077710029,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
8824,50,46.0,2357 STUART STREET,C0,"SERGEEV, SERGEI",3.0,3088240050,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1269,11,35.0,554 EASTERN PARKWAY,C1,554 EASTERN PARKWAY 123 LLC,9.0,3012690011,3.0,20020326,LL6291,15851,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,4.0,1.0,4.0,1,1,1,0,7.0,1,Brooklyn
5598,43,44.0,4218 13 AVENUE,S2,RCBS LLC,2.0,3055980043,3.0,20030319,LL6291,21798,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
5393,9,39.0,766 CONEY ISLAND AVENUE,K4,766 CONEY ISLAND AVE LLC,1.0,3053930009,3.0,20171115,AEUHAZ1,00792,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,2.0,0.0,2.0,0,1,0,0,3.0,0,Brooklyn
7792,1,45.0,4423 AVENUE K,C0,"HOSANNAH, EUGENIE",3.0,3077920001,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
1125,10,35.0,998 ATLANTIC AVENUE,K1,ATLANTIC PACIFIC HOLDINGS LLC,0.0,3011250010,3.0,20000310,LL1081,02310,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
7846,25,46.0,1567 EAST 48 STREET,B3,"BUTLER , DAMARYS Y.",2.0,3078460025,3.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Brooklyn
4228,12,50.0,90 STERLING AVENUE,B3,"TOSADO, VIRNA",2.0,5042280012,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
3741,21,18.0,1136 BOYNTON AVENUE,C3,BOYNTON ASSETS LLC,4.0,2037410021,2.0,no violations,no violations,no violations,no violations,no violations,24.0,0.0,24.0,0,0,1,0,12.0,1,Bronx
7919,46,23.0,80-59 233 STREET,A0,"MAGCALAS, ALVIN",1.0,4079190046,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
4950,24,20.0,33-33 FARRINGTON STREET,G7,"BACARELLA , ANTOINETTE",0.0,4049500024,4.0,20100620,C,0702RM,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,1.0,0.0,1,1,0,1,6.0,1,Queens
741,39,38.0,776 44 STREET,B9,776 SUNSET PARK LLC,2.0,3007410039,3.0,20170218,C,0712RL,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,1.0,0.0,1,1,1,0,5.0,0,Brooklyn
1953,7504,36.0,347 GREENE AVE,R1,347 GREENE HOLDINGS LLC,7.0,3019537504,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,0,0.0,0,Brooklyn
5023,24,20.0,143-40 ROOSEVELT AVENUE,D4,BLAIR HOUSE OWNERS CORP,91.0,4050230024,4.0,20210318,E,9027/697084,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,2.0,0.0,2.0,0,1,1,0,3.0,0,Queens
5042,6,40.0,647 FLATBUSH AVENUE,C1,"423 FLATBUSH, LLC",8.0,3050420006,3.0,20190529,AEUHAZ1,00476,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,94.0,1.0,94.0,1,1,1,0,52.0,1,Brooklyn
2820,110,49.0,181 EDGEWATER STREET,E1,181 EDGEWATER ST LLC,0.0,5028200110,5.0,20250304,C,25-00371,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,1.0,0.0,1,1,0,1,6.0,1,Staten Island
6993,12,24.0,75-19 174 STREET,A1,VANCE SERGEY S,1.0,4069930012,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5584,34,38.0,3902 FT HAMILTON PARKWAY,S2,NG GERALD,2.0,3055840034,3.0,20230620,LBLVIO,19297,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
3638,21,50.0,209 OTIS AVENUE,B2,"LACINA, OLGA",2.0,5036380021,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
6487,61,24.0,140-15 69 AVENUE,A5,E WALD,1.0,4064870061,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7188,9,24.0,75-16 178 STREET,A1,"FRIEDMAN, PHILIP",1.0,4071880009,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
4702,56,45.0,303 EAST 54 STREET,C2,ALZUBAYDI GROUP INC.,6.0,3047020056,3.0,20151001,LBLVIO,05633,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,1.0,1.0,1.0,1,1,1,0,5.5,1,Brooklyn
5183,20,20.0,143-30 SANFORD AVENUE,D1,143-30 SANFORD AVE LLC,80.0,4051830020,4.0,20180202,BENCH,00345,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK                                            NONE,142.0,0.0,142.0,0,1,1,0,73.0,1,Queens
7761,63,45.0,934 EAST 58 STREET,A1,DEAN IDA,1.0,3077610063,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
2831,84,49.0,41 WATERVIEW COURT,B2,HESHAM HUSSEIN,2.0,5028310084,5.0,20120716,C,0101FC,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,0.0,0.0,0,1,1,0,2.0,0,Staten Island
5184,70,40.0,903 OCEAN AVENUE,A3,"HASSAN, AS TRUSTEE, MOHIUDDIN",1.0,3051840070,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
8300,32,23.0,71-67 DOUGLASTON PARKWAY,A1,"SETHI, MANOJ",1.0,4083000032,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
5044,8,40.0,559 ROGERS AVENUE,W8,559 ROGERS AVENUE LLC,0.0,3050440008,3.0,20230630,LBLVIO,12832,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
1788,7502,36.0,552 LAFAYETTE AVENUE,R4,UNAVAILABLE OWNER,15.0,3017887502,3.0,20211015,E,9027/708896,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
16111,33,31.0,2-04 BEACH 79 STREET,B2,"RODRIGUEZ, FREDERICK",2.0,4161110033,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
8706,50,48.0,3119 CONEY ISLAND AVENUE,S3,"BRIGHTON SPORTS, LLC",3.0,3087060050,3.0,20170224,LBLVIO,09686,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,5.0,1.0,5.0,1,1,0,0,7.5,1,Brooklyn
5605,53,44.0,1369 44 STREET,C2,SPREI FAMILY TRUST,5.0,3056050053,3.0,20030319,LL6291,21819,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,5.0,1.0,5.0,1,1,1,0,7.5,1,Brooklyn
1948,29,35.0,370 LAFAYETTE AVENUE,C1,"JOE, LYDIA",8.0,3019480029,3.0,19980504,LL6291,19880,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,2.0,1.0,2.0,1,1,1,0,6.0,1,Brooklyn
2766,230,17.0,640 LONGFELLOW AVENUE,G1,"ANNPING GROUP, LLC",0.0,2027660230,2.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,0,1,1.0,0,Bronx
7732,32,45.0,1081 EAST 48 STREET,E1,"1089 E. 48TH ST.,    .",0.0,3077320032,3.0,20050131,LL6291,15542,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
13669,50,31.0,255-17 149 ROAD,B3,"ST. AIME , BERNADINE F",2.0,4136690050,4.0,20090223,C,1305MD,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,2.0,1.0,2.0,1,1,1,0,6.0,1,Queens
8856,1540,46.0,23 HYMEN COURT,A1,"NEMSTEVA, IRINA",1.0,3088561540,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
16137,38,32.0,151 BEACH 91 STREET,C1,KAROWOFELA ENTERPRISES INC.,7.0,4161370038,4.0,no violations,no violations,no violations,no violations,no violations,10.0,1.0,10.0,1,0,1,0,8.0,1,Queens
6970,44,24.0,164-35 77 ROAD,B3,"CHU, ON WAH",2.0,4069700044,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
1865,48,36.0,88 HERKIMER STREET,C1,HERKIMER PROPERTIES L,16.0,3018650048,3.0,19930816,LL6291,36760,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,11.0,0.0,11.0,0,1,1,0,7.5,1,Brooklyn
1240,38,36.0,750 NOSTRAND AVENUE,J9,750 REALTY HOLDINGS LLC,0.0,3012400038,3.0,19910425,LL1081,02235,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL,0.0,1.0,0.0,1,1,0,1,6.0,1,Brooklyn
1797,109,36.0,203 LEXINGTON AVENUE,B3,"DOWIE, HARRIOTT",2.0,3017970109,3.0,19881208,C,03H02,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,1.0,0.0,1,1,1,0,5.0,0,Brooklyn
5057,5,40.0,651 ROGERS AVENUE,S2,SINGH STELLA BEARBAL,2.0,3050570005,3.0,20230425,LBLVIO,12977,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,1.0,0.0,1,1,0,0,5.0,0,Brooklyn
7445,6,23.0,56-04 217 STREET,B1,SIU YIN YEUNG,2.0,4074450006,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7774,53,45.0,1276 EAST 49 STREET,A5,"RUAN, LI FENG",1.0,3077740053,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
7632,39,45.0,1115 EAST 32 STREET,A1,"SHATS, ALEKSEY",1.0,3076320039,3.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Brooklyn
6621,20,24.0,72-48 MAIN STREET,K4,GAVRIEL PLAZA INC,0.0,4066210020,4.0,20201224,E,9027/694734,V-DOB VIOLATION - ACTIVE,E-ELEVATOR                                                        ELEVATORREQUIRED,0.0,0.0,0.0,0,1,0,1,3.0,0,Queens
6825,27,48.0,2306 OCEAN AVENUE,D1,SAINT JOSEPH REALTY LLC,72.0,3068250027,3.0,20180126,ACC1,05872,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION        ELEVATORREQUIRED,17.0,0.0,17.0,0,1,1,0,10.5,1,Brooklyn
2860,42,49.0,12 ST JOHNS AVENUE,A1,"QIU, SHUIJIN",1.0,5028600042,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
7626,9,23.0,67-08 215 STREET,A5,VINCENT ROSSI,1.0,4076260009,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
4704,9,45.0,5622 CHURCH AVENUE,K1,PBS ONE LLC,0.0,3047040009,3.0,20170224,LBLVIO,10162,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
5056,55,40.0,652 ROGERS AVENUE,S5,652 ROGERS AVE LLC,5.0,3050560055,3.0,20230620,LBLVIO,17106,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,1.0,0.0,1.0,0,1,0,0,2.5,0,Brooklyn
1328,16,40.0,150 LEFFERTS AVENUE,D1,150 LEFFERTS AVENUECOMPANY LLC,53.0,3013280016,3.0,20030321,LL1081,02004,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL,199.0,1.0,199.0,1,1,1,0,104.5,1,Brooklyn
5042,6,40.0,647 FLATBUSH AVENUE,C1,"423 FLATBUSH, LLC",8.0,3050420006,3.0,19950829,LL6291,36535,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,94.0,1.0,94.0,1,1,1,0,52.0,1,Brooklyn
1305,76,35.0,227 SULLIVAN PLACE,C1,227 REALTY GROUP,27.0,3013050076,3.0,20211201,EGRADE,2102207,V-DOB VIOLATION - ACTIVE,EGRADE-FAILURE TO POST ENERGY GRADE/SCORE                              NONE,38.0,1.0,38.0,1,1,1,0,24.0,1,Brooklyn
5113,31,40.0,515 CONEY ISLAND AVENUE,S2,515 & 517 CONEY ISLAND LLC,2.0,3051130031,3.0,20120109,C,1408WG,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
1273,8,35.0,847 FRANKLIN AVENUE,S9,SAMUEL SPRINGER,6.0,3012730008,3.0,19930816,LL6291,36393,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,4.0,1.0,4.0,1,1,0,0,7.0,1,Brooklyn
6617,34,24.0,141-26 70 AVENUE,B1,EDWARD KLEINMAN A/K/A EDDIE M. KLEINMAN  IRR. TRUST,2.0,4066170034,4.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,1,0,3.0,0,Queens
1954,2,36.0,329 FRANKLIN AVENUE,C1,"FOOD FIRST NDFC, INC.",16.0,3019540002,3.0,20230630,LBLVIO,25571,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED,50.0,0.0,50.0,0,1,1,0,27.0,1,Brooklyn
782,10,50.0,226 WARWICK AVENUE,A5,TING LU ZHAO,1.0,5007820010,5.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Staten Island
2844,1,49.0,409 TOMPKINS AVENUE,S4,"DAM  REALTY HOLDING, LLC",4.0,5028440001,5.0,no violations,no violations,no violations,no violations,no violations,0.0,1.0,0.0,1,0,0,0,3.0,0,Staten Island
6986,34,24.0,75-10 168 STREET,A5,"KYRIANNIS, EMANUEL N",1.0,4069860034,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
2763,352,17.0,741 WHITTIER STREET,C0,RAMJOHN  WAYNE,3.0,2027630352,2.0,20201223,AEUHAZ1,00218,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,1.0,1.0,1.0,1,1,1,0,5.5,1,Bronx
7687,1,23.0,69-03 228 STREET,A2,TZU CHI HSU,1.0,4076870001,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
7596,46,45.0,3216 AVENUE I,B2,"SKYERS, MARCIA",2.0,3075960046,3.0,20190807,AEUHAZ1,00572,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE,4.0,1.0,4.0,1,1,1,0,7.0,1,Brooklyn
1989,1,36.0,495 CLASSON AVENUE,M1,ELIM GOSPEL TABERNACLE,0.0,3019890001,3.0,20230424,C,23-01158,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION                                                    OTHER   OPTIONAL,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
8116,81,19.0,41-40 247 STREET,A5,"CHAU, CALVIN",1.0,4081160081,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
3084,1,34.0,74 BOGART STREET,E7,74 BOGART LLC,0.0,3030840001,3.0,19970113,LL1081,03022,V-DOB VIOLATION - ACTIVE,LL1081-LOCAL LAW 10/81 - ELEVATOR                                      ELEVATOROPTIONAL,0.0,0.0,0.0,0,1,0,1,3.0,0,Brooklyn
6798,5,24.0,159-13 72 AVENUE,C1,BAMYAN TOWER LLC,8.0,4067980005,4.0,no violations,no violations,no violations,no violations,no violations,0.0,0.0,0.0,0,0,1,0,0.0,0,Queens
4679,37,41.0,5303 CHURCH AVENUE,S1,TROY BINNS,1.0,3046790037,3.0,19970210,LL6291,26668,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,0.0,0.0,0.0,0,1,0,0,2.0,0,Brooklyn
1273,8,35.0,847 FRANKLIN AVENUE,S9,SAMUEL SPRINGER,6.0,3012730008,3.0,19970916,LL6291,218912,V-DOB VIOLATION - ACTIVE,LL6291-LOCAL LAW 62/91 - BOILERS                                       BOILER  REQUIRED,4.0,1.0,4.0,1,1,0,0,7.0,1,Brooklyn
16114,2,31.0,81-04 ROCKAWAY BEACH BLVD,D3,NYC HOUSING AUTHORITY,712.0,4161140002,4.0,20220222,FISPNRF,01427,V-DOB VIOLATION - ACTIVE,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE)                         FACADE  REQUIRED,0.0,0.0,0.0,0,1,1,0,2.0,0,Queens
